f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,emotion,actor,filename
-681.92529296875,60.253665924072266,0.6060104370117188,13.558146476745605,8.38965129852295,0.4705004096031189,-3.6465117931365967,-3.577834367752075,-12.171616554260254,-3.223377227783203,0.8137302398681641,-3.4171335697174072,2.0812735557556152,184.6088409423828,73.5678939819336,20.12147331237793,21.625307083129883,18.04493522644043,14.420022964477539,11.280254364013672,11.976053237915039,17.399250030517578,9.2041597366333,9.084342956542969,10.065640449523926,10.244093894958496,0.006326059345155954,0.009151165373623371,0.009669964201748371,0.01028901245445013,0.010856936685740948,0.011382498778402805,0.011969808489084244,0.012657935731112957,0.013326703570783138,0.013764997944235802,0.013839581981301308,0.013603630475699902,0.013241111300885677,14.790949821472168,7.343057632446289,3.3411190509796143,3.5069823265075684,3.947226047515869,2.9262044429779053,2.097904682159424,2.189573287963867,1.6530559062957764,1.4423245191574097,2.100162982940674,1.6679433584213257,1.9300365447998047,-0.019528623670339584,-0.02740924246609211,-0.02681110054254532,-0.025901062414050102,-0.024789340794086456,-0.023595087230205536,-0.02242126502096653,-0.021334366872906685,-0.020352760329842567,-0.019447091966867447,-0.018549904227256775,-0.017574964091181755,-0.016438785940408707,6.710992813110352,4.441213607788086,2.688471555709839,1.794291377067566,2.0257647037506104,2.114086389541626,1.2424870729446411,1.162524700164795,1.4183505773544312,1.0153051614761353,1.0621635913848877,1.0361106395721436,1.0755442380905151,3317.8796700391904,6076.173001802885,0.3449744591346154,1,1,03-01-01-01-01-01-01.wav
-674.3547973632812,61.28231430053711,-1.7587711811065674,17.72203254699707,9.72537899017334,-0.20510534942150116,-1.5635261535644531,-5.90485954284668,-12.91589069366455,-1.533724308013916,0.8951448202133179,-2.964279890060425,1.0891774892807007,185.5012664794922,67.15641021728516,20.29006576538086,19.629894256591797,17.940290451049805,12.727691650390625,11.552804946899414,12.466024398803711,17.52459144592285,8.778900146484375,9.603194236755371,9.868828773498535,9.75981616973877,-0.017748787999153137,-0.02382119931280613,-0.020260268822312355,-0.01518215797841549,-0.009657507762312889,-0.004810626618564129,-0.0015614069998264313,-0.00042320764623582363,-0.0014052317710593343,-0.00403844378888607,-0.00751449866220355,-0.010895611718297005,-0.013341929763555527,14.879111289978027,6.541388988494873,3.8229196071624756,3.018260955810547,4.157052040100098,2.3894612789154053,2.2876102924346924,1.9267452955245972,1.7756391763687134,1.6447334289550781,2.1791443824768066,1.6287736892700195,1.8862053155899048,0.007039425894618034,0.009230892173945904,0.007216791156679392,0.004350200295448303,0.0012414107332006097,-0.001471622148528695,-0.0032719869632273912,-0.0038775871507823467,-0.003293873742222786,-0.001794154872186482,0.00016349279030691832,0.0020592070650309324,0.0034400939475744963,8.378767013549805,4.150646686553955,3.019836902618408,1.82069993019104,2.185633897781372,1.632032871246338,1.1897532939910889,1.0934146642684937,1.5928927659988403,0.9877581596374512,1.1288458108901978,0.869332492351532,1.1230984926223755,3091.6981729783624,5953.102463942308,0.36221829927884613,1,1,03-01-01-01-01-02-01.wav
-677.84033203125,62.68305206298828,-0.07447738945484161,14.536500930786133,5.596521854400635,1.0390106439590454,-2.469041585922241,-6.033866882324219,-11.388466835021973,-4.13815975189209,0.45725682377815247,-3.2136824131011963,1.870034098625183,192.0153045654297,73.29227447509766,22.49839210510254,20.033906936645508,17.333223342895508,15.112081527709961,10.107970237731934,13.426526069641113,16.9122314453125,9.350629806518555,10.071537971496582,8.385815620422363,10.347847938537598,-0.07248863577842712,-0.10180328041315079,-0.0997309759259224,-0.09644420444965363,-0.09210783988237381,-0.08685189485549927,-0.08077505230903625,-0.07399678975343704,-0.06670735031366348,-0.059168390929698944,-0.051656123250722885,-0.044387537986040115,-0.037485092878341675,16.828218460083008,9.425907135009766,4.8234758377075195,2.753142833709717,3.212595224380493,3.091320276260376,1.9264315366744995,2.000913381576538,1.8646599054336548,1.6700865030288696,2.1827852725982666,1.4809682369232178,2.0870442390441895,-0.010103405453264713,-0.014197833836078644,-0.013927796855568886,-0.013480217196047306,-0.012856901623308659,-0.01205842662602663,-0.011085671372711658,-0.009943903423845768,-0.008646154776215553,-0.007214595563709736,-0.0056788562797009945,-0.004073541145771742,-0.0024361847899854183,6.670064449310303,3.9141454696655273,2.8927483558654785,1.306384801864624,1.6546382904052734,1.7419047355651855,1.0039255619049072,1.1247082948684692,1.1453750133514404,0.8796210885047913,1.2135075330734253,0.752972424030304,0.9258866310119629,3113.9095993539595,5968.506986177885,0.38360877403846155,1,1,03-01-01-01-02-01-01.wav
-676.6397705078125,58.58873748779297,2.6390202045440674,13.680298805236816,7.0924835205078125,2.8823773860931396,-1.9149783849716187,-7.5631022453308105,-11.11490535736084,-3.638864040374756,1.0640448331832886,-1.7393590211868286,0.4353623688220978,185.72988891601562,67.19071960449219,20.61479377746582,21.237995147705078,16.951244354248047,12.476873397827148,9.0527982711792,14.544211387634277,14.476089477539062,8.669587135314941,8.85581111907959,8.272732734680176,7.555954456329346,-0.0522996187210083,-0.02125437743961811,0.05222305282950401,0.0478944331407547,0.00396409397944808,0.004044833593070507,0.0586317777633667,0.08961432427167892,0.0443846769630909,-0.004692011512815952,0.00888381339609623,0.03332766890525818,0.016605069860816002,17.281343460083008,8.459158897399902,4.427187442779541,3.1298396587371826,2.9757728576660156,2.7301089763641357,1.6962480545043945,2.272463083267212,1.9027318954467773,1.6165127754211426,1.7795755863189697,1.4474133253097534,1.464870810508728,-0.045397549867630005,-0.050579965114593506,-0.033975761383771896,-0.027401359751820564,-0.016936616972088814,-0.010534759610891342,-0.007024724502116442,-0.00212563737295568,-0.01143533457070589,-0.022520365193486214,-0.022875603288412094,-0.03182037174701691,-0.040553998202085495,7.199337959289551,3.9682350158691406,2.94102144241333,1.7310969829559326,1.5195969343185425,1.577880859375,1.0617356300354004,1.498274564743042,1.3052740097045898,0.9305732846260071,1.0723875761032104,0.9962802529335022,0.8946133255958557,3041.019656948233,6031.201735276442,0.3837101862980769,1,1,03-01-01-01-02-02-01.wav
-695.9603271484375,72.43380737304688,2.809904098510742,16.982683181762695,8.941421508789062,1.7458717823028564,-4.2813873291015625,-4.778623104095459,-11.778303146362305,-5.999313831329346,0.8774747252464294,-3.979790687561035,0.3199051022529602,181.3263702392578,69.43292236328125,23.844284057617188,21.986724853515625,19.884328842163086,13.151383399963379,13.373096466064453,10.785378456115723,13.692804336547852,9.53796672821045,12.572547912597656,9.358268737792969,8.571120262145996,-0.015880879014730453,0.007070218678563833,0.04158303141593933,0.021404236555099487,-0.018123047426342964,-0.0332956425845623,-0.044120099395513535,-0.0637374296784401,-0.06554382294416428,-0.042179327458143234,-0.015309587121009827,0.0038401896599680185,0.01534146536141634,15.865562438964844,8.453739166259766,5.123338222503662,3.5552759170532227,4.141523838043213,2.5120320320129395,2.2854835987091064,2.0154404640197754,1.8933265209197998,1.7110093832015991,2.7185020446777344,1.626795768737793,1.7718634605407715,0.007415894418954849,-0.008965441025793552,-0.0309879332780838,-0.02037195861339569,-0.007842826656997204,-0.01693703979253769,-0.018471326678991318,0.0012810459593310952,0.013614838011562824,0.003824890125542879,-0.012067435309290886,-0.022146446630358696,-0.026490548625588417,7.491788864135742,5.479701042175293,2.890532970428467,1.8079664707183838,1.9545576572418213,1.448142409324646,1.100762963294983,1.1624537706375122,1.231244444847107,1.0282244682312012,1.3054147958755493,0.8970155119895935,1.064976692199707,2953.677031557876,5591.593111478365,0.30553635817307695,2,1,03-01-02-01-01-01-01.wav
-674.2568359375,79.58990478515625,2.242151975631714,12.989624977111816,11.33327865600586,0.9716628193855286,-5.554576873779297,-5.817486763000488,-10.1383638381958,-5.9156951904296875,1.976733684539795,-2.9729506969451904,-0.3690206706523895,166.88796997070312,73.539306640625,24.859352111816406,21.281009674072266,19.355045318603516,11.873737335205078,12.83605670928955,10.312003135681152,12.925646781921387,10.176267623901367,10.397278785705566,9.268366813659668,8.930122375488281,-0.07073293626308441,-0.010213176719844341,0.1021219938993454,0.08331501483917236,0.0283659715205431,0.007229914888739586,-0.019140126183629036,-0.03321191295981407,-0.020567160099744797,-0.02094257064163685,-0.024631939828395844,-0.01132046990096569,-0.00989511888474226,16.867094039916992,8.92207145690918,5.922201633453369,3.5327439308166504,4.022104740142822,2.622039556503296,2.1143076419830322,1.600319266319275,2.0061511993408203,1.9515118598937988,2.3246278762817383,1.6994858980178833,1.7746556997299194,-0.06911245733499527,-0.10725200176239014,-0.09653738141059875,-0.05191460996866226,-0.029875576496124268,-0.02995331399142742,-0.009311947040259838,0.019412796944379807,0.03346330299973488,0.037743374705314636,0.025940975174307823,0.0014530952321365476,-0.00604934711009264,6.9171833992004395,5.0124359130859375,3.3849363327026367,1.9320688247680664,1.6993651390075684,1.5948820114135742,0.9182982444763184,1.008116364479065,1.271379828453064,1.1089394092559814,1.1072347164154053,0.9166501760482788,1.0740680694580078,2838.903387744047,5226.853778545673,0.26446814903846155,2,1,03-01-02-01-01-02-01.wav
-666.1146850585938,75.04332733154297,0.5573264360427856,15.391620635986328,6.5608134269714355,3.0788261890411377,-1.7745134830474854,-5.708760738372803,-10.197612762451172,-5.398012638092041,2.1777398586273193,-2.012937545776367,1.5236958265304565,193.72283935546875,79.54491424560547,27.464218139648438,21.58121109008789,19.450332641601562,15.195898056030273,10.253034591674805,13.470285415649414,15.367776870727539,10.665141105651855,12.562030792236328,8.714625358581543,8.413028717041016,0.10098172724246979,0.14224478602409363,0.13330475986003876,0.10579422861337662,0.06488414108753204,0.030369596555829048,0.01666191965341568,0.018346698954701424,0.01930208131670952,0.013659579679369926,0.011402574367821217,0.022169362753629684,0.04032830521464348,17.2701416015625,10.845254898071289,6.0230712890625,3.2348008155822754,3.50850248336792,3.1589927673339844,2.0983211994171143,2.3392343521118164,2.411370038986206,1.9695485830307007,2.3665523529052734,1.6048182249069214,1.6906377077102661,0.009638669900596142,0.01457457896322012,0.011994032189249992,0.0021079026628285646,-0.007461164612323046,-0.010832540690898895,-0.01086719986051321,-0.00986802764236927,-0.007142127491533756,-0.0034536728635430336,9.701068483991548e-05,0.002555395942181349,0.002542091766372323,7.44499397277832,5.8614373207092285,3.241119623184204,1.5898330211639404,1.7422757148742676,1.7354391813278198,1.2153986692428589,1.4456487894058228,1.5135784149169922,1.0826929807662964,1.134121060371399,0.8705018758773804,0.8662172555923462,2988.162650190578,5545.9592848557695,0.3173377403846154,2,1,03-01-02-01-02-01-01.wav
-669.8434448242188,78.53974151611328,0.5692844390869141,15.132883071899414,9.01477336883545,1.8355121612548828,-1.2031773328781128,-7.051295757293701,-9.46064281463623,-5.441941261291504,0.8465763330459595,-2.2643585205078125,1.562109351158142,195.3924102783203,76.3771743774414,24.5205135345459,20.59886360168457,16.330846786499023,12.495868682861328,10.027324676513672,13.755878448486328,13.553112983703613,10.054052352905273,11.456957817077637,8.253782272338867,8.429204940795898,0.041238170117139816,0.06418034434318542,0.06848076730966568,0.052411653101444244,0.02199159748852253,0.0012356977676972747,-0.00011525887384777889,0.004507387522608042,0.002594463527202606,-4.00323151552584e-05,0.007298104465007782,0.020744331181049347,0.02664835937321186,17.6607608795166,9.805665016174316,5.043511390686035,3.2623393535614014,3.181886672973633,2.421570301055908,1.925902247428894,2.2955260276794434,2.030565023422241,1.7231793403625488,2.4779841899871826,1.4681085348129272,1.5541398525238037,-0.073084257543087,-0.09813100099563599,-0.08086371421813965,-0.053848471492528915,-0.029318392276763916,-0.01756531186401844,-0.012674897909164429,-0.0007443501381203532,0.018658261746168137,0.02992013841867447,0.022679736837744713,0.00648188591003418,-0.0013961952645331621,6.869861602783203,5.113757133483887,2.8738954067230225,1.6517083644866943,1.631968379020691,1.4785313606262207,0.9698375463485718,1.3372191190719604,1.3655558824539185,0.9130182266235352,1.1479637622833252,0.7610659599304199,0.8370237946510315,2852.5327661194488,5453.2008713942305,0.3463604266826923,2,1,03-01-02-01-02-02-01.wav
-688.8177490234375,85.14173889160156,4.154000759124756,16.3444881439209,10.799283027648926,1.7120029926300049,-5.027557373046875,-3.875178575515747,-8.023194313049316,-5.720640182495117,2.236318826675415,-0.3092133700847626,-0.5028874278068542,183.55604553222656,71.59852600097656,22.31353759765625,22.769502639770508,20.734291076660156,12.97511100769043,13.65023422241211,9.922998428344727,10.40390682220459,10.803535461425781,11.09035587310791,8.235668182373047,7.59407377243042,0.3784785270690918,0.5202433466911316,0.1862957924604416,-0.04353455826640129,0.052130743861198425,0.09172946959733963,0.04998123645782471,-0.045446667820215225,-0.04526032507419586,-0.015435534529387951,0.027368685230612755,0.029215071350336075,0.028111472725868225,16.92262840270996,7.686428546905518,5.3015265464782715,3.409698486328125,4.271183490753174,2.7352654933929443,2.4621715545654297,1.5511723756790161,1.5608198642730713,1.9234920740127563,2.3296916484832764,1.3974875211715698,1.3692386150360107,-0.13282804191112518,-0.07953111082315445,0.06926901638507843,0.0994652658700943,0.05387197807431221,0.028552694246172905,0.01000310480594635,0.051427558064460754,0.03357717767357826,-0.020609280094504356,-0.011109157465398312,0.03349443897604942,0.011776537634432316,6.94425630569458,4.795831203460693,2.959878444671631,1.7148703336715698,1.9556876420974731,1.4916787147521973,1.0731580257415771,1.161506175994873,1.1619055271148682,0.8936059474945068,1.2018826007843018,0.7882224321365356,0.7581798434257507,2814.6472551696284,5151.7360276442305,0.23328951322115385,2,1,03-01-02-02-01-01-01.wav
-652.4568481445312,78.60043334960938,1.665608286857605,14.913383483886719,6.532931327819824,0.25056153535842896,-5.780081272125244,-7.277510166168213,-9.611634254455566,-7.434615612030029,2.3996188640594482,-1.9723271131515503,-0.9709129333496094,169.0377655029297,76.42417907714844,20.496360778808594,20.36524200439453,20.11933135986328,15.434803009033203,15.28110408782959,10.872127532958984,12.145707130432129,10.309103965759277,12.838678359985352,9.747825622558594,7.977331161499023,2.0133514404296875,1.4502872228622437,0.07840888947248459,-0.06035149097442627,0.09316731989383698,0.0008865650161169469,0.03704886883497238,-0.015696540474891663,-0.040468040853738785,0.00946473702788353,0.08621177822351456,0.08664003014564514,0.1809634566307068,14.751126289367676,10.328727722167969,4.575615406036377,3.827509880065918,4.23554801940918,3.0537233352661133,2.9609220027923584,1.9570897817611694,2.0476174354553223,1.8257842063903809,2.452873706817627,1.799588918685913,1.5378438234329224,-0.0675150454044342,-0.03421906754374504,-0.08007267117500305,-0.10971549153327942,0.13097667694091797,0.13479077816009521,0.014181503094732761,-0.09939548373222351,0.021921271458268166,0.08310118317604065,0.05169355496764183,0.035523422062397,0.04372077435255051,6.678297996520996,4.836191654205322,2.687229633331299,2.2023677825927734,1.7852040529251099,1.754734754562378,1.506463885307312,1.1406663656234741,1.0356559753417969,1.0788750648498535,1.2170472145080566,1.0922062397003174,0.8530447483062744,2889.807416485541,5140.306865985577,0.24646559495192308,2,1,03-01-02-02-01-02-01.wav
